2017-10-29T13:31:38.052Z >> OptiZen - Start...
2017-10-29T13:31:38.071Z >> org.optizen.util.Settings : createIniFile(String) >> Le fichier OptiZen.ini existe d�j� !
2017-10-29T13:31:38.423Z >> OptiZen - End run...
2017-10-29T13:31:40.338Z >> org.optizen.util.Settings : zenTableData() >> Tentative de lecture de la section zenTableData ...
2017-10-29T13:31:40.358Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINKZEN) param�tre COUNTER...
2017-10-29T19:29:44.326Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.330Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre ztable...
2017-10-29T19:29:44.351Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.355Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre variable...
2017-10-29T19:29:44.359Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.364Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre name...
2017-10-29T19:29:44.371Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.377Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre codeEqu...
2017-10-29T19:29:44.383Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.388Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre equipement...
2017-10-29T19:29:44.394Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.399Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre codeOrg...
2017-10-29T19:29:44.405Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.410Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre organe...
2017-10-29T19:29:44.415Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.420Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre unite...
2017-10-29T19:29:44.425Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.429Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre commentaire...
2017-10-29T19:29:44.433Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.439Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre autre...
2017-10-29T19:29:44.444Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.450Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre ztable...
2017-10-29T19:29:44.456Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.462Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre variable...
2017-10-29T19:29:44.467Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.472Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre name...
2017-10-29T19:29:44.477Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.483Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre codeEqu...
2017-10-29T19:29:44.489Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.493Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre equipement...
2017-10-29T19:29:44.499Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.504Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre codeOrg...
2017-10-29T19:29:44.508Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.512Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre organe...
2017-10-29T19:29:44.517Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.523Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre unite...
2017-10-29T19:29:44.529Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.534Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre commentaire...
2017-10-29T19:29:44.539Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.544Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\2) param�tre autre...
2017-10-29T19:29:44.548Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.553Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre ztable...
2017-10-29T19:29:44.558Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.563Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre variable...
2017-10-29T19:29:44.567Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.572Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre name...
2017-10-29T19:29:44.577Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.580Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre codeEqu...
2017-10-29T19:29:44.585Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.589Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre equipement...
2017-10-29T19:29:44.593Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.598Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre codeOrg...
2017-10-29T19:29:44.605Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.610Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre organe...
2017-10-29T19:29:44.615Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.619Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre unite...
2017-10-29T19:29:44.624Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.628Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre commentaire...
2017-10-29T19:29:44.633Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.637Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre autre...
2017-10-29T19:29:44.641Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.645Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre ztable...
2017-10-29T19:29:44.649Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.653Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre variable...
2017-10-29T19:29:44.658Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.662Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre name...
2017-10-29T19:29:44.666Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.671Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre codeEqu...
2017-10-29T19:29:44.675Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.680Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre equipement...
2017-10-29T19:29:44.686Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.690Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre codeOrg...
2017-10-29T19:29:44.695Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.699Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre organe...
2017-10-29T19:29:44.703Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.707Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre unite...
2017-10-29T19:29:44.711Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.715Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre commentaire...
2017-10-29T19:29:44.719Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.724Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre autre...
2017-10-29T19:29:44.729Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.733Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre ztable...
2017-10-29T19:29:44.738Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.742Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre variable...
2017-10-29T19:29:44.746Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.750Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre name...
2017-10-29T19:29:44.754Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.757Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre codeEqu...
2017-10-29T19:29:44.762Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.766Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre equipement...
2017-10-29T19:29:44.770Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.774Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre codeOrg...
2017-10-29T19:29:44.778Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.782Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre organe...
2017-10-29T19:29:44.786Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.790Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre unite...
2017-10-29T19:29:44.794Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.798Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre commentaire...
2017-10-29T19:29:44.802Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.806Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre autre...
2017-10-29T19:29:44.810Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.814Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre ztable...
2017-10-29T19:29:44.818Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.822Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre variable...
2017-10-29T19:29:44.826Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.830Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre name...
2017-10-29T19:29:44.834Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.838Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre codeEqu...
2017-10-29T19:29:44.842Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.846Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre equipement...
2017-10-29T19:29:44.851Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.854Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre codeOrg...
2017-10-29T19:29:44.859Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T19:29:44.862Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre organe...
